CustomerID,OrderMonth,MonthlyOrderTotal
12399,2011-08,209.62
12401,2011-02,84.3
12402,2011-01,225.6
12403,2011-10,409.7
12405,2011-07,1710.39
12406,2011-06,1621.25
12406,2011-08,-134.55
12406,2011-11,1794.05
12407,2011-03,226.3
12407,2011-04,269.66
12407,2011-07,911.4
12407,2011-10,300.76
12408,2011-03,837.59
12408,2011-04,-29.33
12408,2011-06,652.53
12408,2011-09,642.28
12408,2011-11,739.5
12409,2011-06,6207.08
12409,2011-08,-4.95
12409,2011-09,4854.8
12410,2011-02,681.08
12412,2011-06,514.5
12412,2011-07,376.24
12412,2011-09,336.14
12413,2011-01,415.3
12413,2011-04,84.65
12413,2011-10,194.2
12414,2011-02,153.76
12414,2011-04,242.8
12414,2011-05,165.85
12415,2011-01,7092.98
12415,2011-02,14022.92
12415,2011-03,16558.14
12415,2011-04,-75.0
12415,2011-05,12691.16
12415,2011-06,23426.81
12415,2011-07,2796.36
12415,2011-08,21880.44
12415,2011-09,2941.72
12415,2011-10,16471.77
12415,2011-11,5918.15
12417,2010-12,291.34
12417,2011-01,291.49
12417,2011-03,391.6
12417,2011-04,436.3
12417,2011-06,437.19
12417,2011-08,918.25
12417,2011-10,462.85
12417,2011-11,-19.95
12417,2011-12,369.73
12418,2011-08,668.58
12420,2011-10,600.39
12421,2011-01,157.45
12421,2011-06,238.58
12421,2011-08,231.76
12421,2011-11,178.48
12422,2011-01,238.5
12422,2011-06,417.36
12422,2011-09,147.7
12423,2010-12,237.93
12423,2011-02,192.31
12423,2011-03,347.35
12423,2011-04,255.36
12423,2011-05,333.82
12423,2011-06,84.92
12423,2011-08,198.98
12423,2011-09,-10.2
12423,2011-12,208.64
12424,2011-06,1760.96
12425,2011-09,777.2
12426,2011-05,582.73
12427,2010-12,246.55
12427,2011-10,282.58
12427,2011-11,179.24
12428,2011-03,5924.62
12428,2011-04,311.61
12428,2011-07,632.44
12428,2011-08,600.19
12428,2011-11,408.34
12429,2010-12,1281.5
12429,2011-04,437.98
12429,2011-06,1125.4
12429,2011-11,905.52
12430,2011-10,256.4
12431,2010-12,706.45
12431,2011-01,384.68
12431,2011-02,1052.65
12431,2011-05,937.35
12431,2011-06,-23.0
12431,2011-07,1069.12
12431,2011-08,608.76
12431,2011-10,1011.44
12431,2011-11,601.44
12432,2011-06,4016.66
12432,2011-10,1042.66
12433,2010-12,3787.12
12433,2011-09,2608.11
12433,2011-10,1498.66
12433,2011-11,2843.29
12433,2011-12,2638.69
12434,2010-12,-27.75
12434,2011-03,286.25
12434,2011-04,-13.2
12434,2011-09,519.89
12435,2011-03,3978.99
12435,2011-09,3850.9
12436,2011-09,509.01
12437,2011-01,337.95
12437,2011-02,590.26
12437,2011-03,147.71
12437,2011-04,209.1
12437,2011-05,635.32
12437,2011-06,501.64
12437,2011-09,557.28
12437,2011-10,263.46
12437,2011-11,1488.04
12437,2011-12,165.9
12438,2011-07,890.07
12438,2011-11,2016.78
12441,2010-12,173.55
12442,2011-12,172.06
12444,2011-06,1870.2
12444,2011-08,757.07
12444,2011-09,562.54
12444,2011-10,879.01
12444,2011-11,936.64
12445,2011-11,133.4
12446,2011-10,1002.31
12447,2011-04,476.49
12448,2011-10,449.45
12449,2011-06,858.93
12449,2011-08,777.95
12449,2011-09,1087.7
12449,2011-11,1342.71
12450,2011-06,101.88
12450,2011-07,96.0
12451,2011-01,2919.51
12451,2011-05,2388.31
12451,2011-07,-102.0
12451,2011-10,2539.56
12451,2011-11,1188.14
12452,2011-11,428.57
12453,2011-07,707.09
12454,2011-10,0.0
12455,2011-02,1698.9
12455,2011-06,264.4
12455,2011-07,134.5
12455,2011-08,78.56
12455,2011-09,290.5
12456,2011-03,940.17
12456,2011-07,1325.23
12456,2011-08,-27.15
12456,2011-10,915.64
12457,2011-04,842.35
12457,2011-08,-9.75
12457,2011-09,1099.63
12457,2011-10,-14.45
12458,2011-02,441.92
12458,2011-09,505.48
12461,2011-07,626.88
12461,2011-09,200.0
12462,2011-02,741.31
12462,2011-11,427.48
12462,2011-12,-44.78
12463,2011-04,344.57
12463,2011-05,291.98
12463,2011-06,337.84
12463,2011-10,329.24
12464,2011-02,363.85
12464,2011-05,181.0
12464,2011-07,45.6
12464,2011-08,190.1
12464,2011-11,431.5
12465,2011-06,440.94
12465,2011-11,301.25
12465,2011-12,-8.3
12468,2011-01,220.59
12468,2011-06,508.95
12468,2011-07,-5.5
12471,2010-12,3521.31
12471,2011-01,587.75
12471,2011-02,1193.9
12471,2011-03,872.5
12471,2011-04,668.88
12471,2011-05,859.3
12471,2011-07,940.46
12471,2011-08,1740.82
12471,2011-09,561.04
12471,2011-10,2207.5
12471,2011-11,3313.55
12471,2011-12,2238.51
12472,2010-12,1509.0
12472,2011-01,825.36
12472,2011-02,-94.93
12472,2011-03,537.53
12472,2011-06,1266.66
12472,2011-07,585.01
12472,2011-10,1376.43
12472,2011-11,224.42
12473,2011-06,585.23
12473,2011-08,514.06
12473,2011-10,1697.98
12473,2011-11,40.46
12474,2010-12,-34.0
12474,2011-01,599.8
12474,2011-02,278.33
12474,2011-03,1033.52
12474,2011-04,-21.55
12474,2011-05,732.31
12474,2011-06,472.01
12474,2011-07,705.24
12474,2011-09,437.58
12474,2011-10,1796.55
12474,2011-11,1064.98
12475,2011-10,723.38
12476,2010-12,-12.45
12476,2011-01,549.58
12476,2011-02,127.45
12476,2011-04,1411.67
12476,2011-05,276.2
12476,2011-07,746.57
12476,2011-08,-38.05
12476,2011-09,532.81
12476,2011-10,1097.16
12476,2011-11,1954.39
12476,2011-12,-98.75
12477,2011-02,2351.75
12477,2011-04,2221.02
12477,2011-08,4251.71
12477,2011-09,-93.18
12477,2011-10,2348.02
12477,2011-11,2037.69
12478,2011-12,680.99
12479,2011-11,527.2
12479,2011-12,-49.9
12480,2011-01,816.25
12480,2011-03,771.02
12480,2011-07,557.68
12480,2011-11,1136.68
12481,2010-12,791.34
12481,2011-01,603.09
12481,2011-03,832.34
12481,2011-04,-5.46
12481,2011-05,857.28
12481,2011-06,1001.21
12481,2011-10,1307.76
12481,2011-11,186.8
12483,2011-01,507.56
12483,2011-04,323.0
12483,2011-05,107.1
12483,2011-06,319.95
12483,2011-09,309.45
12483,2011-10,454.2
12483,2011-11,305.87
12484,2011-01,1138.67
12484,2011-03,-36.5
12484,2011-06,1137.99
12484,2011-08,1381.99
12484,2011-10,-9.95
12484,2011-11,868.67
12488,2011-09,553.39
12488,2011-10,214.06
12488,2011-11,531.21
12489,2011-01,334.93
12490,2011-01,864.22
12490,2011-05,331.5
12490,2011-06,484.06
12490,2011-07,412.93
12490,2011-08,424.06
12490,2011-09,1035.82
12490,2011-11,1403.04
12490,2011-12,462.3
12491,2011-11,460.4
12492,2011-08,126.39
12492,2011-10,136.82
12493,2011-05,215.55
12493,2011-06,201.24
12494,2010-12,48.75
12494,2011-01,-10.95
12494,2011-02,243.7
12494,2011-05,403.09
12494,2011-07,135.32
12494,2011-10,214.74
12494,2011-11,104.7
12497,2011-09,1043.1
12498,2011-10,247.25
12498,2011-11,156.45
12500,2011-01,344.94
12500,2011-02,373.98
12500,2011-03,491.28
12500,2011-06,185.64
12500,2011-08,378.0
12500,2011-10,1837.04
12500,2011-11,595.39
12501,2011-01,2089.68
12502,2011-02,617.25
12502,2011-03,702.8
12502,2011-05,522.6
12502,2011-08,788.87
12502,2011-09,1092.35
12503,2011-01,-1126.0
12504,2011-11,114.0
12505,2011-02,-4.5
12506,2011-04,73.5
12507,2011-02,446.16
12507,2011-07,811.9
12508,2011-11,397.88
12509,2011-02,176.5
12510,2011-01,681.05
12510,2011-07,301.52
12512,2011-10,132.18
12513,2011-08,612.29
12513,2011-09,-25.5
12514,2011-03,1017.68
12515,2010-12,383.7
12516,2011-06,583.2
12516,2011-09,728.86
12517,2011-06,749.7
12517,2011-08,771.75
12517,2011-09,417.2
12517,2011-11,505.0
12518,2011-08,324.83
12518,2011-09,524.9
12518,2011-10,381.06
12518,2011-11,486.96
12518,2011-12,339.14
12519,2011-10,330.84
12520,2011-03,1182.21
12520,2011-05,463.6
12520,2011-07,348.29
12520,2011-09,588.41
12521,2011-07,599.68
12522,2011-10,192.72
12523,2011-01,102.95
12523,2011-02,143.4
12523,2011-03,115.09
12523,2011-04,138.75
12523,2011-07,204.75
12523,2011-08,312.81
12523,2011-09,124.38
12523,2011-10,385.22
12523,2011-11,237.42
12523,2011-12,-19.2
12524,2011-01,337.39
12524,2011-02,525.34
12524,2011-03,475.44
12524,2011-05,1495.21
12524,2011-06,289.1
12524,2011-10,1055.44
12524,2011-11,307.8
12526,2011-09,520.3
12526,2011-10,519.28
12526,2011-12,277.08
12527,2011-01,132.52
12527,2011-02,152.4
12527,2011-09,63.79
12528,2011-01,493.53
12528,2011-03,271.93
12528,2011-07,281.71
12528,2011-08,229.0
12528,2011-10,274.51
12528,2011-11,371.6
12530,2011-01,387.4
12530,2011-04,417.6
12530,2011-08,378.0
12530,2011-10,440.63
12531,2011-11,125.22
12532,2011-11,349.83
12534,2011-08,1089.18
12535,2011-06,371.45
12535,2011-09,344.9
12536,2011-10,4279.71
12536,2011-12,-172.89
12538,2011-11,363.95
12539,2011-01,1715.85
12539,2011-03,1085.99
12539,2011-11,1050.66
12540,2010-12,881.01
12540,2011-01,1081.48
12540,2011-02,288.98
12540,2011-03,1140.76
12540,2011-05,2686.6
12540,2011-06,357.99
12540,2011-07,1775.01
12540,2011-08,509.34
12540,2011-09,1683.62
12540,2011-10,1442.27
12540,2011-11,1461.98
12541,2011-03,312.4
12541,2011-06,223.74
12541,2011-11,445.04
12544,2011-11,355.7
12545,2011-03,628.15
12545,2011-09,372.24
12546,2011-09,760.2
12546,2011-10,381.3
12547,2011-03,159.4
12547,2011-05,48.4
12548,2011-06,95.2
12550,2011-09,964.83
12551,2010-12,168.0
12552,2011-10,317.82
12552,2011-11,120.0
12553,2011-01,680.51
12553,2011-02,-10.2
12553,2011-03,675.16
12553,2011-05,352.85
12553,2011-07,284.75
12553,2011-08,400.22
12553,2011-10,477.55
12553,2011-11,514.39
12553,2011-12,277.02
12556,2011-07,308.75
12556,2011-10,290.81
12557,2010-12,620.0
12557,2011-01,3417.12
12557,2011-03,817.5
12557,2011-07,4146.34
12557,2011-11,2990.0
12558,2011-12,0.0
12559,2011-01,486.11
12559,2011-02,50.1
12560,2011-07,1292.31
12560,2011-08,111.38
12560,2011-12,697.7
12561,2011-02,238.85
12562,2011-05,444.96
12562,2011-06,510.27
12562,2011-08,650.0
12562,2011-09,388.64
12562,2011-10,513.6
12562,2011-11,619.9
12562,2011-12,654.37
12564,2011-03,456.9
12565,2011-02,145.92
12565,2011-03,-14.75
12566,2011-09,346.7
12567,2010-12,1942.38
12567,2011-02,1236.73
12567,2011-05,705.21
12567,2011-06,1936.44
12567,2011-08,851.06
12567,2011-09,891.82
12567,2011-11,1551.3
12569,2011-04,772.7
12569,2011-05,367.92
12569,2011-06,237.42
12569,2011-07,166.25
12569,2011-08,297.03
12569,2011-09,284.66
12569,2011-10,706.72
12569,2011-11,537.27
12569,2011-12,695.02
12571,2011-08,248.35
12571,2011-10,271.26
12572,2011-10,517.04
12572,2011-12,487.68
12573,2011-04,160.54
12574,2011-01,218.45
12576,2011-02,266.85
12576,2011-05,154.8
12576,2011-07,230.35
12576,2011-09,275.7
12576,2011-11,379.28
12577,2010-12,195.89
12577,2011-11,368.31
12578,2011-01,1567.51
12578,2011-11,1185.85
12579,2011-09,410.72
12580,2011-04,415.7
12581,2011-10,197.71
12582,2011-02,205.16
12582,2011-04,306.2
12583,2010-12,855.86
12583,2011-01,730.16
12583,2011-02,303.56
12583,2011-03,712.85
12583,2011-05,421.96
12583,2011-06,617.48
12583,2011-07,329.24
12583,2011-08,243.1
12583,2011-09,852.83
12583,2011-10,253.36
12583,2011-11,1172.17
12583,2011-12,694.77
12584,2011-03,453.73
12584,2011-06,119.31
12584,2011-07,147.1
12584,2011-08,-31.85
12584,2011-09,279.8
12584,2011-10,582.16
12584,2011-11,143.25
12584,2011-12,200.45
12585,2010-12,1262.85
12585,2011-01,-56.04
12585,2011-04,776.0
12586,2010-12,-17.0
12586,2011-11,196.94
12587,2011-12,144.0
12588,2011-10,214.9
12589,2011-07,131.5
12589,2011-11,515.18
12590,2011-05,9864.26
12590,2011-06,-2.88
12591,2011-01,452.85
12592,2011-05,231.8
12592,2011-09,205.8
12593,2011-05,236.0
12593,2011-08,182.1
12594,2011-01,341.0
12594,2011-02,256.0
12594,2011-03,307.5
12594,2011-04,255.04
12594,2011-05,587.45
12594,2011-06,42.96
12594,2011-08,721.95
12594,2011-10,722.4
12594,2011-11,85.92
12596,2011-04,269.95
12596,2011-10,348.32
12597,2011-03,516.15
12597,2011-06,912.66
12597,2011-10,2176.45
12597,2011-11,77.87
12598,2011-02,720.86
12598,2011-03,-20.4
12598,2011-05,564.88
12598,2011-07,298.64
12598,2011-09,361.76
12598,2011-11,1076.94
12599,2011-02,312.46
12599,2011-05,151.4
12599,2011-06,134.28
12599,2011-07,78.6
12599,2011-08,180.3
12599,2011-11,175.54
12600,2010-12,274.8
12600,2011-02,427.94
12600,2011-03,124.08
12600,2011-04,286.88
12600,2011-05,184.26
12600,2011-07,345.23
12600,2011-08,275.37
12600,2011-09,282.9
12600,2011-11,379.58
12601,2011-01,144.26
12601,2011-02,113.1
12601,2011-03,111.0
12601,2011-05,133.1
12601,2011-06,68.1
12602,2011-10,153.12
12603,2011-11,739.2
12604,2011-03,178.5
12604,2011-09,75.68
12605,2010-12,-7.5
12607,2011-10,0.0
12609,2011-01,287.93
12609,2011-06,512.8
12609,2011-09,326.12
12610,2011-08,1244.7
12610,2011-10,595.09
12610,2011-11,218.2
12611,2011-10,1193.32
12612,2011-09,704.04
12612,2011-10,-60.45
12613,2011-03,821.66
12613,2011-05,640.86
12613,2011-10,1881.86
12613,2011-11,-125.4
12614,2011-03,315.6
12615,2011-06,634.74
12615,2011-09,576.65
12615,2011-11,656.95
12615,2011-12,422.85
12616,2011-02,237.35
12616,2011-04,-7.95
12616,2011-09,427.85
12617,2011-11,352.98
12618,2011-11,177.31
12619,2011-03,205.98
12619,2011-04,425.68
12619,2011-07,688.0
12619,2011-08,378.12
12619,2011-09,669.17
12619,2011-11,847.86
12620,2011-05,561.66
12620,2011-09,377.66
12620,2011-11,400.09
12621,2010-12,1372.1
12621,2011-02,1535.24
12621,2011-03,960.0
12621,2011-04,1209.8
12621,2011-05,2267.13
12621,2011-06,673.15
12621,2011-07,561.06
12621,2011-08,1594.81
12621,2011-09,1009.75
12621,2011-10,630.55
12621,2011-11,610.28
12621,2011-12,1188.2
12622,2011-04,180.1
12623,2011-03,305.1
12624,2011-06,299.94
12624,2011-08,341.19
12625,2011-01,1716.62
12625,2011-02,-69.5
12625,2011-05,967.2
12626,2011-01,1211.85
12626,2011-02,-45.3
12626,2011-06,814.74
12626,2011-07,1034.48
12626,2011-08,1526.1
12626,2011-10,1594.51
12626,2011-11,251.97
12627,2011-07,768.02
12627,2011-08,1140.55
12627,2011-09,819.26
12627,2011-10,1183.72
12627,2011-11,566.98
12628,2011-10,333.64
12628,2011-11,220.72
12628,2011-12,215.25
12630,2011-10,701.79
12630,2011-11,569.09
12631,2011-10,640.5
12633,2011-02,1012.82
12633,2011-05,716.73
12633,2011-06,-23.35
12633,2011-08,219.2
12633,2011-10,215.23
12635,2011-07,683.64
12635,2011-09,1005.54
12637,2011-01,1502.03
12637,2011-03,201.27
12637,2011-04,615.2
12637,2011-07,662.35
12637,2011-09,2609.4
12637,2011-10,344.0
12638,2011-11,671.69
12639,2011-04,486.1
12640,2011-09,764.59
12640,2011-11,409.99
12641,2011-08,185.9
12642,2011-08,366.45
12642,2011-10,291.96
12642,2011-11,354.85
12643,2011-01,871.2
12643,2011-05,540.72
12643,2011-06,730.5
12643,2011-08,1202.22
12644,2011-08,477.91
12645,2011-01,369.3
12645,2011-05,429.6
12645,2011-08,511.96
12645,2011-09,-19.8
12645,2011-11,464.32
12646,2011-10,731.69
12646,2011-12,615.28
12647,2010-12,1140.7
12647,2011-03,464.7
12647,2011-04,350.76
12647,2011-05,293.25
12647,2011-07,276.6
12647,2011-08,307.8
12647,2011-09,514.96
12647,2011-11,321.15
12648,2011-07,318.05
12649,2010-12,-19.8
12649,2011-05,375.0
12649,2011-08,248.51
12650,2011-12,314.44
12651,2011-01,114.0
12652,2011-01,914.53
12653,2011-02,779.1
12653,2011-07,1430.75
12654,2011-02,166.6
12654,2011-05,171.15
12654,2011-11,264.23
12656,2011-04,502.95
12656,2011-05,1118.4
12656,2011-08,1139.37
12656,2011-09,644.75
12656,2011-11,577.25
12657,2011-09,618.44
12657,2011-10,42.5
12657,2011-11,491.12
12658,2011-11,686.05
12659,2011-11,91.68
12660,2011-11,245.1
12662,2010-12,261.48
12662,2011-02,304.0
12662,2011-03,301.4
12662,2011-04,444.82
12662,2011-06,493.68
12662,2011-07,431.66
12662,2011-08,383.92
12662,2011-10,521.62
12662,2011-11,449.55
12662,2011-12,224.95
12664,2011-01,661.58
12664,2011-04,642.0
12664,2011-07,653.9
12664,2011-09,319.6
12664,2011-10,626.8
12664,2011-11,1070.0
12664,2011-12,890.0
12665,2011-01,61.75
12666,2010-12,-227.44
12667,2011-10,620.13
12668,2010-12,469.87
12668,2011-01,1009.8
12668,2011-03,1444.8
12668,2011-04,-34.8
12668,2011-11,882.68
12668,2011-12,-29.17
12669,2011-03,1136.3
12669,2011-04,0.0
12669,2011-07,471.43
12670,2011-04,633.05
12670,2011-05,393.34
12670,2011-09,608.08
12670,2011-11,1351.68
12672,2011-01,225.9
12673,2011-01,220.9
12673,2011-12,389.62
12674,2011-05,586.74
12674,2011-06,360.06
12674,2011-09,425.2
12674,2011-11,550.26
12676,2011-02,509.5
12676,2011-03,197.9
12676,2011-06,121.55
12676,2011-08,169.1
12676,2011-09,151.68
12676,2011-11,181.66
12678,2010-12,221.28
12678,2011-02,353.43
12678,2011-03,3243.13
12678,2011-04,134.0
12678,2011-06,1899.32
12678,2011-07,915.46
12678,2011-08,1475.44
12678,2011-09,398.24
12678,2011-10,8947.96
12679,2011-03,756.81
12679,2011-05,112.32
12679,2011-09,94.32
12679,2011-10,95.22
12680,2011-08,311.78
12680,2011-09,301.58
12680,2011-12,249.45
12681,2010-12,2118.11
12681,2011-01,2951.67
12681,2011-03,1432.81
12681,2011-04,533.67
12681,2011-05,966.17
12681,2011-06,709.91
12681,2011-07,1111.74
12681,2011-09,777.09
12681,2011-10,612.11
12681,2011-11,2464.31
12682,2010-12,1075.29
12682,2011-01,835.11
12682,2011-02,1001.74
12682,2011-03,479.4
12682,2011-04,585.55
12682,2011-05,1300.2
12682,2011-06,785.09
12682,2011-07,1023.46
12682,2011-08,1134.08
12682,2011-09,579.29
12682,2011-10,426.58
12682,2011-11,2417.4
12682,2011-12,636.63
12683,2010-12,1063.08
12683,2011-01,677.39
12683,2011-03,1608.08
12683,2011-05,997.27
12683,2011-06,669.36
12683,2011-08,1130.95
12683,2011-09,288.84
12683,2011-10,1056.9
12683,2011-11,-68.26
12683,2011-12,797.48
12684,2011-05,917.1
12684,2011-06,462.38
12684,2011-10,247.76
12684,2011-11,476.99
12684,2011-12,179.4
12685,2011-09,1829.02
12685,2011-10,620.94
12685,2011-11,413.12
12686,2010-12,89.14
12688,2011-08,4873.81
12689,2011-08,511.03
12689,2011-11,736.58
12690,2011-05,389.01
12691,2010-12,180.0
12691,2011-01,226.2
12691,2011-07,150.1
12691,2011-10,303.1
12691,2011-11,176.4
12693,2011-01,162.05
12693,2011-03,224.85
12693,2011-05,228.87
12693,2011-08,215.19
12694,2011-06,439.5
12694,2011-09,430.17
12695,2011-05,89.25
12695,2011-08,244.65
12695,2011-10,163.1
12695,2011-12,85.1
12697,2011-06,390.5
12697,2011-07,343.41
12697,2011-08,-9.9
12697,2011-11,215.01
12700,2011-05,1056.43
12700,2011-07,1056.62
12700,2011-10,1476.19
12700,2011-12,1278.75
12701,2011-04,337.08
12701,2011-09,460.63
12702,2011-11,219.0
12703,2011-09,283.55
12703,2011-10,-8.85
12704,2011-06,329.56
12704,2011-08,771.36
12704,2011-09,245.55
12704,2011-11,675.61
12704,2011-12,198.76
12705,2010-12,858.0
12705,2011-04,1284.0
12705,2011-05,984.85
12705,2011-06,-4.2
12705,2011-07,994.52
12705,2011-09,840.97
12705,2011-10,961.4
12705,2011-11,894.7
12707,2011-02,603.42
12708,2010-12,196.44
12708,2011-01,284.62
12708,2011-03,268.41
12708,2011-04,202.5
12708,2011-05,358.85
12708,2011-06,232.23
12708,2011-08,403.83
12708,2011-09,365.27
12708,2011-10,-9.6
12708,2011-11,313.77
12709,2010-12,1315.69
12709,2011-01,992.44
12709,2011-02,-83.98
12709,2011-03,1181.2
12709,2011-04,68.0
12709,2011-05,203.45
12709,2011-06,1225.26
12709,2011-07,1197.66
12709,2011-08,-36.05
12709,2011-09,1543.24
12709,2011-10,779.74
12709,2011-11,879.1
12709,2011-12,-1.65
12710,2011-05,718.96
12710,2011-06,-18.45
12710,2011-07,71.4
12710,2011-09,358.66
12712,2010-12,457.88
12712,2011-01,250.65
12712,2011-02,242.25
12712,2011-03,475.15
12712,2011-05,712.05
12712,2011-06,627.4
12712,2011-07,776.05
12712,2011-08,242.15
12712,2011-10,250.4
12712,2011-11,207.65
12713,2011-12,848.55
12714,2011-02,968.3
12714,2011-05,793.62
12714,2011-06,513.26
12714,2011-08,1114.52
12714,2011-11,1319.16
12715,2011-08,343.36
12716,2011-07,677.9
12716,2011-12,375.59
12717,2011-04,609.74
12717,2011-07,371.24
12718,2011-09,238.25
12719,2011-10,246.75
12719,2011-12,361.35
12720,2010-12,639.13
12720,2011-01,279.3
12720,2011-02,168.9
12720,2011-03,498.32
12720,2011-04,293.24
12720,2011-05,438.93
12720,2011-06,276.93
12720,2011-07,367.36
12720,2011-08,328.44
12720,2011-09,499.07
12720,2011-10,696.09
12720,2011-11,845.1
12720,2011-12,382.47
12721,2010-12,259.45
12721,2011-02,455.02
12721,2011-04,366.2
12721,2011-06,591.09
12721,2011-09,342.9
12721,2011-11,614.32
12722,2011-07,209.62
12722,2011-08,626.73
12722,2011-09,67.98
12723,2011-10,299.41
12723,2011-11,348.38
12723,2011-12,77.28
12724,2011-01,154.9
12724,2011-06,125.46
12724,2011-09,542.81
12724,2011-12,208.24
12725,2010-12,427.8
12726,2010-12,170.28
12726,2011-01,401.58
12726,2011-03,316.02
12726,2011-05,223.4
12726,2011-06,356.04
12726,2011-09,357.32
12726,2011-11,784.46
12727,2011-01,514.5
12727,2011-02,901.66
12727,2011-03,558.16
12727,2011-06,793.08
12727,2011-09,537.3
12727,2011-11,643.0
12728,2011-01,252.54
12728,2011-02,200.72
12728,2011-03,164.05
12728,2011-09,219.02
12729,2011-08,453.01
12731,2010-12,1071.9
12731,2011-01,3174.43
12731,2011-03,2350.46
12731,2011-04,166.0
12731,2011-05,1381.3
12731,2011-06,1359.58
12731,2011-07,1734.58
12731,2011-09,3570.4
12731,2011-10,2487.24
12731,2011-11,1497.52
12732,2011-06,236.26
12733,2011-04,383.95
12734,2010-12,110.4
12735,2011-01,779.57
12736,2011-01,234.0
12738,2010-12,155.35
12739,2011-09,1013.04
12740,2011-10,427.6
12743,2011-07,540.13
12744,2011-01,2053.07
12744,2011-04,2118.74
12744,2011-07,3949.32
12744,2011-10,999.26
12747,2010-12,706.27
12747,2011-01,303.04
12747,2011-03,310.78
12747,2011-05,771.31
12747,2011-06,376.3
12747,2011-08,301.7
12747,2011-10,675.38
12747,2011-11,312.73
12747,2011-12,438.5
12748,2010-12,4134.55
12748,2011-01,417.12
12748,2011-02,381.59
12748,2011-03,997.94
12748,2011-04,1065.57
12748,2011-05,2213.09
12748,2011-06,1923.62
12748,2011-07,1081.45
12748,2011-08,657.34
12748,2011-09,4131.96
12748,2011-10,1292.3
12748,2011-11,9110.03
12748,2011-12,999.0
12749,2011-05,782.1
12749,2011-08,1750.45
12749,2011-11,572.59
12749,2011-12,763.06
12750,2011-08,275.88
12752,2011-09,4366.78
12753,2010-12,3590.59
12753,2011-01,-109.8
12753,2011-02,5735.24
12753,2011-03,-28.09
12753,2011-04,3513.91
12753,2011-07,3680.4
12753,2011-08,-49.79
12753,2011-11,4808.48
12753,2011-12,-116.93
12754,2011-02,45.57
12754,2011-03,-45.57
12754,2011-04,2949.12
12755,2010-12,3794.4
12755,2011-03,0.0
12755,2011-04,-1591.2
12756,2011-09,112.08
12757,2011-05,587.83
12757,2011-06,243.2
12757,2011-07,835.65
12757,2011-08,-15.0
12757,2011-10,1858.07
12757,2011-11,695.5
12758,2011-03,1570.19
12758,2011-08,1221.4
12759,2011-03,444.8
12759,2011-06,637.72
12759,2011-10,448.92
12762,2011-11,461.59
12762,2011-12,1436.93
12763,2010-12,320.08
12763,2011-07,174.0
