CustomerID,TotalRevenue,MonthlyOrder,MonthlyOrderTotal,OrderMonth,PreviousOrderMonth,ConsecutiveOrder
12395,2998.28,2011-02,216.66,2011-03,2011-02,true
12395,2998.28,2011-02,216.66,2011-06,2011-05,true
12395,2998.28,2011-02,216.66,2011-11,2011-10,true
12395,2998.28,2011-11,769.83,2011-01,2010-12,true
12395,2998.28,2011-11,769.83,2011-02,2011-01,true
12395,2998.28,2011-11,769.83,2011-03,2011-02,true
12395,2998.28,2011-11,769.83,2011-06,2011-05,true
12395,2998.28,2011-11,769.83,2011-11,2011-10,true
12395,2998.28,2011-08,165.95,2011-01,2010-12,true
12395,2998.28,2011-08,165.95,2011-02,2011-01,true
12395,2998.28,2011-08,165.95,2011-03,2011-02,true
12395,2998.28,2011-08,165.95,2011-06,2011-05,true
12395,2998.28,2011-08,165.95,2011-11,2011-10,true
12395,2998.28,2011-03,326.5,2011-01,2010-12,true
12395,2998.28,2011-03,326.5,2011-02,2011-01,true
12395,2998.28,2011-03,326.5,2011-03,2011-02,true
12395,2998.28,2011-03,326.5,2011-06,2011-05,true
12395,2998.28,2011-03,326.5,2011-11,2011-10,true
12395,2998.28,2010-12,679.92,2011-01,2010-12,true
12395,2998.28,2010-12,679.92,2011-02,2011-01,true
12395,2998.28,2010-12,679.92,2011-03,2011-02,true
12395,2998.28,2010-12,679.92,2011-06,2011-05,true
12395,2998.28,2010-12,679.92,2011-11,2011-10,true
12395,2998.28,2011-10,346.68,2011-01,2010-12,true
12395,2998.28,2011-10,346.68,2011-02,2011-01,true
12395,2998.28,2011-10,346.68,2011-03,2011-02,true
12395,2998.28,2011-10,346.68,2011-06,2011-05,true
12395,2998.28,2011-10,346.68,2011-11,2011-10,true
12397,2409.9,2011-07,1214.81,,,false
12397,2409.9,2011-11,1195.09,,,false
12402,225.6,2011-01,225.6,,,false
12403,409.7,2011-10,409.7,,,false
12406,3280.75,2011-08,-134.55,,,false
12406,3280.75,2011-11,1794.05,,,false
12406,3280.75,2011-06,1621.25,,,false
12407,1708.12,2011-04,269.66,2011-04,2011-03,true
12407,1708.12,2011-07,911.4,2011-04,2011-03,true
12407,1708.12,2011-10,300.76,2011-04,2011-03,true
12407,1708.12,2011-03,226.3,2011-04,2011-03,true
12408,2842.57,2011-06,652.53,2011-04,2011-03,true
12408,2842.57,2011-03,837.59,2011-04,2011-03,true
12408,2842.57,2011-04,-29.33,2011-04,2011-03,true
12408,2842.57,2011-09,642.28,2011-04,2011-03,true
12408,2842.57,2011-11,739.5,2011-04,2011-03,true
12409,11056.93,2011-08,-4.95,2011-09,2011-08,true
12409,11056.93,2011-06,6207.08,2011-09,2011-08,true
12409,11056.93,2011-09,4854.8,2011-09,2011-08,true
12413,694.15,2011-04,84.65,,,false
12413,694.15,2011-01,415.3,,,false
12413,694.15,2011-10,194.2,,,false
12420,600.39,2011-10,600.39,,,false
12425,777.2,2011-09,777.2,,,false
12429,3750.4,2011-06,1125.4,2011-04,2010-12,true
12429,3750.4,2010-12,1281.5,2011-04,2010-12,true
12429,3750.4,2011-11,905.52,2011-04,2010-12,true
12429,3750.4,2011-04,437.98,2011-04,2010-12,true
12430,256.4,2011-10,256.4,,,false
12431,6348.89,2011-11,601.44,2011-01,2010-12,true
12431,6348.89,2011-11,601.44,2011-02,2011-01,true
12431,6348.89,2011-11,601.44,2011-06,2011-05,true
12431,6348.89,2011-11,601.44,2011-07,2011-06,true
12431,6348.89,2011-11,601.44,2011-08,2011-07,true
12431,6348.89,2011-11,601.44,2011-11,2011-10,true
12431,6348.89,2011-06,-23.0,2011-01,2010-12,true
12431,6348.89,2011-06,-23.0,2011-02,2011-01,true
12431,6348.89,2011-06,-23.0,2011-06,2011-05,true
12431,6348.89,2011-06,-23.0,2011-07,2011-06,true
12431,6348.89,2011-06,-23.0,2011-08,2011-07,true
12431,6348.89,2011-06,-23.0,2011-11,2011-10,true
12431,6348.89,2010-12,706.45,2011-01,2010-12,true
12431,6348.89,2010-12,706.45,2011-02,2011-01,true
12431,6348.89,2010-12,706.45,2011-06,2011-05,true
12431,6348.89,2010-12,706.45,2011-07,2011-06,true
12431,6348.89,2010-12,706.45,2011-08,2011-07,true
12431,6348.89,2010-12,706.45,2011-11,2011-10,true
12431,6348.89,2011-07,1069.12,2011-01,2010-12,true
12431,6348.89,2011-07,1069.12,2011-02,2011-01,true
12431,6348.89,2011-07,1069.12,2011-06,2011-05,true
12431,6348.89,2011-07,1069.12,2011-07,2011-06,true
12431,6348.89,2011-07,1069.12,2011-08,2011-07,true
12431,6348.89,2011-07,1069.12,2011-11,2011-10,true
12431,6348.89,2011-05,937.35,2011-01,2010-12,true
12431,6348.89,2011-05,937.35,2011-02,2011-01,true
12431,6348.89,2011-05,937.35,2011-06,2011-05,true
12431,6348.89,2011-05,937.35,2011-07,2011-06,true
12431,6348.89,2011-05,937.35,2011-08,2011-07,true
12431,6348.89,2011-05,937.35,2011-11,2011-10,true
12431,6348.89,2011-02,1052.65,2011-01,2010-12,true
12431,6348.89,2011-02,1052.65,2011-02,2011-01,true
12431,6348.89,2011-02,1052.65,2011-06,2011-05,true
12431,6348.89,2011-02,1052.65,2011-07,2011-06,true
12431,6348.89,2011-02,1052.65,2011-08,2011-07,true
12431,6348.89,2011-02,1052.65,2011-11,2011-10,true
12431,6348.89,2011-10,1011.44,2011-01,2010-12,true
12431,6348.89,2011-10,1011.44,2011-02,2011-01,true
12431,6348.89,2011-10,1011.44,2011-06,2011-05,true
12431,6348.89,2011-10,1011.44,2011-07,2011-06,true
12431,6348.89,2011-10,1011.44,2011-08,2011-07,true
12431,6348.89,2011-10,1011.44,2011-11,2011-10,true
12431,6348.89,2011-01,384.68,2011-01,2010-12,true
12431,6348.89,2011-01,384.68,2011-02,2011-01,true
12431,6348.89,2011-01,384.68,2011-06,2011-05,true
12431,6348.89,2011-01,384.68,2011-07,2011-06,true
12431,6348.89,2011-01,384.68,2011-08,2011-07,true
12431,6348.89,2011-01,384.68,2011-11,2011-10,true
12431,6348.89,2011-08,608.76,2011-01,2010-12,true
12431,6348.89,2011-08,608.76,2011-02,2011-01,true
12431,6348.89,2011-08,608.76,2011-06,2011-05,true
12431,6348.89,2011-08,608.76,2011-07,2011-06,true
12431,6348.89,2011-08,608.76,2011-08,2011-07,true
12431,6348.89,2011-08,608.76,2011-11,2011-10,true
12433,13375.87,2011-10,1498.66,2011-09,2010-12,true
12433,13375.87,2011-10,1498.66,2011-10,2011-09,true
12433,13375.87,2011-10,1498.66,2011-11,2011-10,true
12433,13375.87,2011-10,1498.66,2011-12,2011-11,true
12433,13375.87,2011-12,2638.69,2011-09,2010-12,true
12433,13375.87,2011-12,2638.69,2011-10,2011-09,true
12433,13375.87,2011-12,2638.69,2011-11,2011-10,true
12433,13375.87,2011-12,2638.69,2011-12,2011-11,true
12433,13375.87,2010-12,3787.12,2011-09,2010-12,true
12433,13375.87,2010-12,3787.12,2011-10,2011-09,true
12433,13375.87,2010-12,3787.12,2011-11,2011-10,true
12433,13375.87,2010-12,3787.12,2011-12,2011-11,true
12433,13375.87,2011-11,2843.29,2011-09,2010-12,true
12433,13375.87,2011-11,2843.29,2011-10,2011-09,true
12433,13375.87,2011-11,2843.29,2011-11,2011-10,true
12433,13375.87,2011-11,2843.29,2011-12,2011-11,true
12433,13375.87,2011-09,2608.11,2011-09,2010-12,true
12433,13375.87,2011-09,2608.11,2011-10,2011-09,true
12433,13375.87,2011-09,2608.11,2011-11,2011-10,true
12433,13375.87,2011-09,2608.11,2011-12,2011-11,true
12437,4896.66,2011-12,165.9,2011-02,2011-01,true
12437,4896.66,2011-12,165.9,2011-03,2011-02,true
12437,4896.66,2011-12,165.9,2011-04,2011-03,true
12437,4896.66,2011-12,165.9,2011-05,2011-04,true
12437,4896.66,2011-12,165.9,2011-06,2011-05,true
12437,4896.66,2011-12,165.9,2011-10,2011-09,true
12437,4896.66,2011-12,165.9,2011-11,2011-10,true
12437,4896.66,2011-12,165.9,2011-12,2011-11,true
12437,4896.66,2011-06,501.64,2011-02,2011-01,true
12437,4896.66,2011-06,501.64,2011-03,2011-02,true
12437,4896.66,2011-06,501.64,2011-04,2011-03,true
12437,4896.66,2011-06,501.64,2011-05,2011-04,true
12437,4896.66,2011-06,501.64,2011-06,2011-05,true
12437,4896.66,2011-06,501.64,2011-10,2011-09,true
12437,4896.66,2011-06,501.64,2011-11,2011-10,true
12437,4896.66,2011-06,501.64,2011-12,2011-11,true
12437,4896.66,2011-04,209.1,2011-02,2011-01,true
12437,4896.66,2011-04,209.1,2011-03,2011-02,true
12437,4896.66,2011-04,209.1,2011-04,2011-03,true
12437,4896.66,2011-04,209.1,2011-05,2011-04,true
12437,4896.66,2011-04,209.1,2011-06,2011-05,true
12437,4896.66,2011-04,209.1,2011-10,2011-09,true
12437,4896.66,2011-04,209.1,2011-11,2011-10,true
12437,4896.66,2011-04,209.1,2011-12,2011-11,true
12437,4896.66,2011-09,557.28,2011-02,2011-01,true
12437,4896.66,2011-09,557.28,2011-03,2011-02,true
12437,4896.66,2011-09,557.28,2011-04,2011-03,true
12437,4896.66,2011-09,557.28,2011-05,2011-04,true
12437,4896.66,2011-09,557.28,2011-06,2011-05,true
12437,4896.66,2011-09,557.28,2011-10,2011-09,true
12437,4896.66,2011-09,557.28,2011-11,2011-10,true
12437,4896.66,2011-09,557.28,2011-12,2011-11,true
12437,4896.66,2011-03,147.71,2011-02,2011-01,true
12437,4896.66,2011-03,147.71,2011-03,2011-02,true
12437,4896.66,2011-03,147.71,2011-04,2011-03,true
12437,4896.66,2011-03,147.71,2011-05,2011-04,true
12437,4896.66,2011-03,147.71,2011-06,2011-05,true
12437,4896.66,2011-03,147.71,2011-10,2011-09,true
12437,4896.66,2011-03,147.71,2011-11,2011-10,true
12437,4896.66,2011-03,147.71,2011-12,2011-11,true
12437,4896.66,2011-01,337.95,2011-02,2011-01,true
12437,4896.66,2011-01,337.95,2011-03,2011-02,true
12437,4896.66,2011-01,337.95,2011-04,2011-03,true
12437,4896.66,2011-01,337.95,2011-05,2011-04,true
12437,4896.66,2011-01,337.95,2011-06,2011-05,true
12437,4896.66,2011-01,337.95,2011-10,2011-09,true
12437,4896.66,2011-01,337.95,2011-11,2011-10,true
12437,4896.66,2011-01,337.95,2011-12,2011-11,true
12437,4896.66,2011-11,1488.04,2011-02,2011-01,true
12437,4896.66,2011-11,1488.04,2011-03,2011-02,true
12437,4896.66,2011-11,1488.04,2011-04,2011-03,true
12437,4896.66,2011-11,1488.04,2011-05,2011-04,true
12437,4896.66,2011-11,1488.04,2011-06,2011-05,true
12437,4896.66,2011-11,1488.04,2011-10,2011-09,true
12437,4896.66,2011-11,1488.04,2011-11,2011-10,true
12437,4896.66,2011-11,1488.04,2011-12,2011-11,true
12437,4896.66,2011-05,635.32,2011-02,2011-01,true
12437,4896.66,2011-05,635.32,2011-03,2011-02,true
12437,4896.66,2011-05,635.32,2011-04,2011-03,true
12437,4896.66,2011-05,635.32,2011-05,2011-04,true
12437,4896.66,2011-05,635.32,2011-06,2011-05,true
12437,4896.66,2011-05,635.32,2011-10,2011-09,true
12437,4896.66,2011-05,635.32,2011-11,2011-10,true
12437,4896.66,2011-05,635.32,2011-12,2011-11,true
12437,4896.66,2011-10,263.46,2011-02,2011-01,true
12437,4896.66,2011-10,263.46,2011-03,2011-02,true
12437,4896.66,2011-10,263.46,2011-04,2011-03,true
12437,4896.66,2011-10,263.46,2011-05,2011-04,true
12437,4896.66,2011-10,263.46,2011-06,2011-05,true
12437,4896.66,2011-10,263.46,2011-10,2011-09,true
12437,4896.66,2011-10,263.46,2011-11,2011-10,true
12437,4896.66,2011-10,263.46,2011-12,2011-11,true
12437,4896.66,2011-02,590.26,2011-02,2011-01,true
12437,4896.66,2011-02,590.26,2011-03,2011-02,true
12437,4896.66,2011-02,590.26,2011-04,2011-03,true
12437,4896.66,2011-02,590.26,2011-05,2011-04,true
12437,4896.66,2011-02,590.26,2011-06,2011-05,true
12437,4896.66,2011-02,590.26,2011-10,2011-09,true
12437,4896.66,2011-02,590.26,2011-11,2011-10,true
12437,4896.66,2011-02,590.26,2011-12,2011-11,true
12438,2906.85,2011-11,2016.78,,,false
12438,2906.85,2011-07,890.07,,,false
12441,173.55,2010-12,173.55,,,false
12444,5005.46,2011-06,1870.2,2011-09,2011-08,true
12444,5005.46,2011-06,1870.2,2011-10,2011-09,true
12444,5005.46,2011-06,1870.2,2011-11,2011-10,true
12444,5005.46,2011-09,562.54,2011-09,2011-08,true
12444,5005.46,2011-09,562.54,2011-10,2011-09,true
12444,5005.46,2011-09,562.54,2011-11,2011-10,true
12444,5005.46,2011-10,879.01,2011-09,2011-08,true
12444,5005.46,2011-10,879.01,2011-10,2011-09,true
12444,5005.46,2011-10,879.01,2011-11,2011-10,true
12444,5005.46,2011-08,757.07,2011-09,2011-08,true
12444,5005.46,2011-08,757.07,2011-10,2011-09,true
12444,5005.46,2011-08,757.07,2011-11,2011-10,true
12444,5005.46,2011-11,936.64,2011-09,2011-08,true
12444,5005.46,2011-11,936.64,2011-10,2011-09,true
12444,5005.46,2011-11,936.64,2011-11,2011-10,true
12448,449.45,2011-10,449.45,,,false
12449,4067.29,2011-06,858.93,2011-09,2011-08,true
12449,4067.29,2011-09,1087.7,2011-09,2011-08,true
12449,4067.29,2011-08,777.95,2011-09,2011-08,true
12449,4067.29,2011-11,1342.71,2011-09,2011-08,true
12454,0.0,2011-10,0.0,,,false
12456,3153.89,2011-08,-27.15,2011-08,2011-07,true
12456,3153.89,2011-03,940.17,2011-08,2011-07,true
12456,3153.89,2011-07,1325.23,2011-08,2011-07,true
12456,3153.89,2011-10,915.64,2011-08,2011-07,true
12457,1917.78,2011-08,-9.75,2011-09,2011-08,true
12457,1917.78,2011-08,-9.75,2011-10,2011-09,true
12457,1917.78,2011-10,-14.45,2011-09,2011-08,true
12457,1917.78,2011-10,-14.45,2011-10,2011-09,true
12457,1917.78,2011-04,842.35,2011-09,2011-08,true
12457,1917.78,2011-04,842.35,2011-10,2011-09,true
12457,1917.78,2011-09,1099.63,2011-09,2011-08,true
12457,1917.78,2011-09,1099.63,2011-10,2011-09,true
12461,826.88,2011-09,200.0,,,false
12461,826.88,2011-07,626.88,,,false
12462,1124.01,2011-12,-44.78,2011-12,2011-11,true
12462,1124.01,2011-02,741.31,2011-12,2011-11,true
12462,1124.01,2011-11,427.48,2011-12,2011-11,true
12463,1303.63,2011-05,291.98,2011-05,2011-04,true
12463,1303.63,2011-05,291.98,2011-06,2011-05,true
12463,1303.63,2011-04,344.57,2011-05,2011-04,true
12463,1303.63,2011-04,344.57,2011-06,2011-05,true
12463,1303.63,2011-06,337.84,2011-05,2011-04,true
12463,1303.63,2011-06,337.84,2011-06,2011-05,true
12463,1303.63,2011-10,329.24,2011-05,2011-04,true
12463,1303.63,2011-10,329.24,2011-06,2011-05,true
12472,6229.48,2011-02,-94.93,2011-01,2010-12,true
12472,6229.48,2011-02,-94.93,2011-02,2011-01,true
12472,6229.48,2011-02,-94.93,2011-03,2011-02,true
12472,6229.48,2011-02,-94.93,2011-07,2011-06,true
12472,6229.48,2011-02,-94.93,2011-11,2011-10,true
12472,6229.48,2011-11,224.42,2011-01,2010-12,true
12472,6229.48,2011-11,224.42,2011-02,2011-01,true
12472,6229.48,2011-11,224.42,2011-03,2011-02,true
12472,6229.48,2011-11,224.42,2011-07,2011-06,true
12472,6229.48,2011-11,224.42,2011-11,2011-10,true
12472,6229.48,2011-10,1376.43,2011-01,2010-12,true
12472,6229.48,2011-10,1376.43,2011-02,2011-01,true
12472,6229.48,2011-10,1376.43,2011-03,2011-02,true
12472,6229.48,2011-10,1376.43,2011-07,2011-06,true
12472,6229.48,2011-10,1376.43,2011-11,2011-10,true
12472,6229.48,2011-01,825.36,2011-01,2010-12,true
12472,6229.48,2011-01,825.36,2011-02,2011-01,true
12472,6229.48,2011-01,825.36,2011-03,2011-02,true
12472,6229.48,2011-01,825.36,2011-07,2011-06,true
12472,6229.48,2011-01,825.36,2011-11,2011-10,true
12472,6229.48,2010-12,1509.0,2011-01,2010-12,true
12472,6229.48,2010-12,1509.0,2011-02,2011-01,true
12472,6229.48,2010-12,1509.0,2011-03,2011-02,true
12472,6229.48,2010-12,1509.0,2011-07,2011-06,true
12472,6229.48,2010-12,1509.0,2011-11,2011-10,true
12472,6229.48,2011-03,537.53,2011-01,2010-12,true
12472,6229.48,2011-03,537.53,2011-02,2011-01,true
12472,6229.48,2011-03,537.53,2011-03,2011-02,true
12472,6229.48,2011-03,537.53,2011-07,2011-06,true
12472,6229.48,2011-03,537.53,2011-11,2011-10,true
12472,6229.48,2011-07,585.01,2011-01,2010-12,true
12472,6229.48,2011-07,585.01,2011-02,2011-01,true
12472,6229.48,2011-07,585.01,2011-03,2011-02,true
12472,6229.48,2011-07,585.01,2011-07,2011-06,true
12472,6229.48,2011-07,585.01,2011-11,2011-10,true
12472,6229.48,2011-06,1266.66,2011-01,2010-12,true
12472,6229.48,2011-06,1266.66,2011-02,2011-01,true
12472,6229.48,2011-06,1266.66,2011-03,2011-02,true
12472,6229.48,2011-06,1266.66,2011-07,2011-06,true
12472,6229.48,2011-06,1266.66,2011-11,2011-10,true
12479,477.3,2011-11,527.2,2011-12,2011-11,true
12479,477.3,2011-12,-49.9,2011-12,2011-11,true
12480,3281.63,2011-11,1136.68,,,false
12480,3281.63,2011-07,557.68,,,false
12480,3281.63,2011-01,816.25,,,false
12480,3281.63,2011-03,771.02,,,false
12489,334.93,2011-01,334.93,,,false
12492,263.21,2011-08,126.39,,,false
12492,263.21,2011-10,136.82,,,false
12493,416.79,2011-06,201.24,2011-06,2011-05,true
12493,416.79,2011-05,215.55,2011-06,2011-05,true
12494,1139.35,2011-01,-10.95,2011-01,2010-12,true
12494,1139.35,2011-01,-10.95,2011-02,2011-01,true
12494,1139.35,2011-01,-10.95,2011-11,2011-10,true
12494,1139.35,2011-02,243.7,2011-01,2010-12,true
12494,1139.35,2011-02,243.7,2011-02,2011-01,true
12494,1139.35,2011-02,243.7,2011-11,2011-10,true
12494,1139.35,2010-12,48.75,2011-01,2010-12,true
12494,1139.35,2010-12,48.75,2011-02,2011-01,true
12494,1139.35,2010-12,48.75,2011-11,2011-10,true
12494,1139.35,2011-05,403.09,2011-01,2010-12,true
12494,1139.35,2011-05,403.09,2011-02,2011-01,true
12494,1139.35,2011-05,403.09,2011-11,2011-10,true
12494,1139.35,2011-07,135.32,2011-01,2010-12,true
12494,1139.35,2011-07,135.32,2011-02,2011-01,true
12494,1139.35,2011-07,135.32,2011-11,2011-10,true
12494,1139.35,2011-11,104.7,2011-01,2010-12,true
12494,1139.35,2011-11,104.7,2011-02,2011-01,true
12494,1139.35,2011-11,104.7,2011-11,2011-10,true
12494,1139.35,2011-10,214.74,2011-01,2010-12,true
12494,1139.35,2011-10,214.74,2011-02,2011-01,true
12494,1139.35,2011-10,214.74,2011-11,2011-10,true
12497,1043.1,2011-09,1043.1,,,false
12498,403.7,2011-11,156.45,2011-11,2011-10,true
12498,403.7,2011-10,247.25,2011-11,2011-10,true
12500,4206.27,2011-01,344.94,2011-02,2011-01,true
12500,4206.27,2011-01,344.94,2011-03,2011-02,true
12500,4206.27,2011-01,344.94,2011-11,2011-10,true
12500,4206.27,2011-02,373.98,2011-02,2011-01,true
12500,4206.27,2011-02,373.98,2011-03,2011-02,true
12500,4206.27,2011-02,373.98,2011-11,2011-10,true
12500,4206.27,2011-03,491.28,2011-02,2011-01,true
12500,4206.27,2011-03,491.28,2011-03,2011-02,true
12500,4206.27,2011-03,491.28,2011-11,2011-10,true
12500,4206.27,2011-11,595.39,2011-02,2011-01,true
12500,4206.27,2011-11,595.39,2011-03,2011-02,true
12500,4206.27,2011-11,595.39,2011-11,2011-10,true
12500,4206.27,2011-08,378.0,2011-02,2011-01,true
12500,4206.27,2011-08,378.0,2011-03,2011-02,true
12500,4206.27,2011-08,378.0,2011-11,2011-10,true
12500,4206.27,2011-06,185.64,2011-02,2011-01,true
12500,4206.27,2011-06,185.64,2011-03,2011-02,true
12500,4206.27,2011-06,185.64,2011-11,2011-10,true
12500,4206.27,2011-10,1837.04,2011-02,2011-01,true
12500,4206.27,2011-10,1837.04,2011-03,2011-02,true
12500,4206.27,2011-10,1837.04,2011-11,2011-10,true
12502,3723.87,2011-03,702.8,2011-03,2011-02,true
12502,3723.87,2011-03,702.8,2011-09,2011-08,true
12502,3723.87,2011-02,617.25,2011-03,2011-02,true
12502,3723.87,2011-02,617.25,2011-09,2011-08,true
12502,3723.87,2011-09,1092.35,2011-03,2011-02,true
12502,3723.87,2011-09,1092.35,2011-09,2011-08,true
12502,3723.87,2011-08,788.87,2011-03,2011-02,true
12502,3723.87,2011-08,788.87,2011-09,2011-08,true
12502,3723.87,2011-05,522.6,2011-03,2011-02,true
12502,3723.87,2011-05,522.6,2011-09,2011-08,true
12503,-1126.0,2011-01,-1126.0,,,false
12506,73.5,2011-04,73.5,,,false
12508,397.88,2011-11,397.88,,,false
12512,132.18,2011-10,132.18,,,false
12515,383.7,2010-12,383.7,,,false
12516,1312.06,2011-06,583.2,,,false
12516,1312.06,2011-09,728.86,,,false
12518,2056.89,2011-09,524.9,2011-09,2011-08,true
12518,2056.89,2011-09,524.9,2011-10,2011-09,true
12518,2056.89,2011-09,524.9,2011-11,2011-10,true
12518,2056.89,2011-09,524.9,2011-12,2011-11,true
12518,2056.89,2011-10,381.06,2011-09,2011-08,true
12518,2056.89,2011-10,381.06,2011-10,2011-09,true
12518,2056.89,2011-10,381.06,2011-11,2011-10,true
12518,2056.89,2011-10,381.06,2011-12,2011-11,true
12518,2056.89,2011-12,339.14,2011-09,2011-08,true
12518,2056.89,2011-12,339.14,2011-10,2011-09,true
12518,2056.89,2011-12,339.14,2011-11,2011-10,true
12518,2056.89,2011-12,339.14,2011-12,2011-11,true
12518,2056.89,2011-11,486.96,2011-09,2011-08,true
12518,2056.89,2011-11,486.96,2011-10,2011-09,true
12518,2056.89,2011-11,486.96,2011-11,2011-10,true
12518,2056.89,2011-11,486.96,2011-12,2011-11,true
12518,2056.89,2011-08,324.83,2011-09,2011-08,true
12518,2056.89,2011-08,324.83,2011-10,2011-09,true
12518,2056.89,2011-08,324.83,2011-11,2011-10,true
12518,2056.89,2011-08,324.83,2011-12,2011-11,true
12523,1745.57,2011-01,102.95,2011-02,2011-01,true
12523,1745.57,2011-01,102.95,2011-03,2011-02,true
12523,1745.57,2011-01,102.95,2011-04,2011-03,true
12523,1745.57,2011-01,102.95,2011-08,2011-07,true
12523,1745.57,2011-01,102.95,2011-09,2011-08,true
12523,1745.57,2011-01,102.95,2011-10,2011-09,true
12523,1745.57,2011-01,102.95,2011-11,2011-10,true
12523,1745.57,2011-01,102.95,2011-12,2011-11,true
12523,1745.57,2011-02,143.4,2011-02,2011-01,true
12523,1745.57,2011-02,143.4,2011-03,2011-02,true
12523,1745.57,2011-02,143.4,2011-04,2011-03,true
12523,1745.57,2011-02,143.4,2011-08,2011-07,true
12523,1745.57,2011-02,143.4,2011-09,2011-08,true
12523,1745.57,2011-02,143.4,2011-10,2011-09,true
12523,1745.57,2011-02,143.4,2011-11,2011-10,true
12523,1745.57,2011-02,143.4,2011-12,2011-11,true
12523,1745.57,2011-12,-19.2,2011-02,2011-01,true
12523,1745.57,2011-12,-19.2,2011-03,2011-02,true
12523,1745.57,2011-12,-19.2,2011-04,2011-03,true
12523,1745.57,2011-12,-19.2,2011-08,2011-07,true
12523,1745.57,2011-12,-19.2,2011-09,2011-08,true
12523,1745.57,2011-12,-19.2,2011-10,2011-09,true
12523,1745.57,2011-12,-19.2,2011-11,2011-10,true
12523,1745.57,2011-12,-19.2,2011-12,2011-11,true
12523,1745.57,2011-11,237.42,2011-02,2011-01,true
12523,1745.57,2011-11,237.42,2011-03,2011-02,true
12523,1745.57,2011-11,237.42,2011-04,2011-03,true
12523,1745.57,2011-11,237.42,2011-08,2011-07,true
12523,1745.57,2011-11,237.42,2011-09,2011-08,true
12523,1745.57,2011-11,237.42,2011-10,2011-09,true
12523,1745.57,2011-11,237.42,2011-11,2011-10,true
12523,1745.57,2011-11,237.42,2011-12,2011-11,true
