InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
543546,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,1,2011-02-09,2.46,Unknown,United Kingdom,2.46
543595,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,2011-02-10,165.0,16027,United Kingdom,165.0
543651,21790,VINTAGE SNAP CARDS,12,2011-02-11,0.85,16306,United Kingdom,10.2
543660,21086,SET/6 RED SPOTTY PAPER CUPS,2,2011-02-11,1.63,Unknown,United Kingdom,3.26
543713,82583,HOT BATHS METAL SIGN,1,2011-02-11,4.13,Unknown,United Kingdom,4.13
543733,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2011-02-11,2.55,12395,Belgium,15.3
543748,90185D,CRYSTAL DIAMANTE EXPANDABLE RING,6,2011-02-11,4.25,12913,United Kingdom,25.5
543806,85104,SILVER GLASS T-LIGHT SET,3,2011-02-13,2.95,17085,United Kingdom,8.850000000000001
C543818,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,-2,2011-02-13,2.95,16897,United Kingdom,-5.9
543820,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,6,2011-02-13,4.25,16084,United Kingdom,25.5
543852,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,2011-02-14,6.75,14258,United Kingdom,81.0
543935,22301,COFFEE MUG CAT + BIRD DESIGN,36,2011-02-14,2.1,12989,United Kingdom,75.60000000000001
544060,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,1,2011-02-15,1.25,13623,United Kingdom,1.25
544074,21458,2 PICTURE BOOK EGGS EASTER BUNNY,4,2011-02-15,1.25,14156,EIRE,5.0
544087,22670,FRENCH WC SIGN BLUE METAL,1,2011-02-15,1.25,17530,United Kingdom,1.25
544087,20763,DAISY SKETCHBOOK ,1,2011-02-15,3.75,17530,United Kingdom,3.75
544110,82599,FANNY'S REST STOPMETAL SIGN,2,2011-02-16,2.1,15059,United Kingdom,4.2
544110,21534,DAIRY MAID LARGE MILK JUG,1,2011-02-16,4.95,15059,United Kingdom,4.95
544187,21754,HOME BUILDING BLOCK WORD,3,2011-02-16,5.95,14107,United Kingdom,17.85
544187,21625,VINTAGE UNION JACK APRON,3,2011-02-16,6.95,14107,United Kingdom,20.85
544203,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,2011-02-17,2.55,12362,Belgium,15.3
544206,72807b,SET/3 OCEAN SCENT CANDLE JEWEL BOX,1,2011-02-17,8.29,Unknown,United Kingdom,8.29
544209,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,2011-02-17,4.25,16235,United Kingdom,25.5
544278,22431,WATERING CAN BLUE ELEPHANT,6,2011-02-17,1.95,15382,United Kingdom,11.7
544283,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,96,2011-02-17,1.06,13668,United Kingdom,101.76
544295,82599,FANNY'S REST STOPMETAL SIGN,12,2011-02-17,1.69,14298,United Kingdom,20.28
544301,22135,MINI LADLE LOVE HEART PINK,1,2011-02-17,0.42,14606,United Kingdom,0.42
544316,22817,CARD SUKI BIRTHDAY,12,2011-02-17,0.42,16556,United Kingdom,5.04
544328,72741,GRAND CHOCOLATECANDLE,18,2011-02-17,1.45,14371,United Kingdom,26.1
544332,22194,BLACK DINER WALL CLOCK,2,2011-02-17,8.5,17419,United Kingdom,17.0
544339,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-02-18,0.85,15228,United Kingdom,8.5
544368,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,1,2011-02-18,1.25,14057,United Kingdom,1.25
544410,84997C,?,-741,2011-02-18,0.0,Unknown,United Kingdom,0.0
544462,22966,GINGERBREAD MAN COOKIE CUTTER,6,2011-02-20,1.25,17050,United Kingdom,7.5
544495,21527,RED RETROSPOT TRADITIONAL TEAPOT ,6,2011-02-21,7.95,12766,Portugal,47.7
C544557,84949,SILVER HANGING T-LIGHT HOLDER,-5,2011-02-21,1.65,17422,United Kingdom,-8.25
544568,22617,BAKING SET SPACEBOY DESIGN,3,2011-02-21,4.95,15065,United Kingdom,14.85
544574,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,6,2011-02-21,2.95,12365,Cyprus,17.7
544574,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4,2011-02-21,4.25,12365,Cyprus,17.0
544599,21175,GIN + TONIC DIET METAL SIGN,1,2011-02-21,4.96,Unknown,United Kingdom,4.96
544599,47585A,PINK FAIRY CAKE CUSHION COVER,2,2011-02-21,9.96,Unknown,United Kingdom,19.92
544599,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,5,2011-02-21,0.42,Unknown,United Kingdom,2.1
544601,20750,RED RETROSPOT MINI CASES,2,2011-02-22,7.95,16638,United Kingdom,15.9
544634,20674,GREEN POLKADOT BOWL,3,2011-02-22,1.25,17994,United Kingdom,3.75
544657,21531,RED RETROSPOT SUGAR JAM BOWL,6,2011-02-22,2.55,14895,United Kingdom,15.3
544659,22847,BREAD BIN DINER STYLE IVORY,1,2011-02-22,16.95,18114,United Kingdom,16.95
544749,21115,ROSE CARAVAN DOORSTOP,1,2011-02-23,6.75,15373,United Kingdom,6.75
544754,22079,RIBBON REEL HEARTS DESIGN ,10,2011-02-23,1.65,16394,United Kingdom,16.5
544767,84378,SET OF 3 HEART COOKIE CUTTERS,1,2011-02-23,3.29,Unknown,United Kingdom,3.29
544771,21658,GLASS  BEURRE DISH,1,2011-02-23,8.29,Unknown,United Kingdom,8.29
544771,21843,RED RETROSPOT CAKE STAND,1,2011-02-23,20.79,Unknown,United Kingdom,20.79
544776,21243,PINK  POLKADOT PLATE ,1,2011-02-23,3.29,Unknown,United Kingdom,3.29
544778,21695,SMALL SILVER FLOWER CANDLE POT,3,2011-02-23,2.95,14978,United Kingdom,8.850000000000001
544790,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,18,2011-02-23,1.25,16940,United Kingdom,22.5
544824,22423,REGENCY CAKESTAND 3 TIER,3,2011-02-24,12.75,17139,United Kingdom,38.25
544824,21936,RED RETROSPOT PICNIC BAG,5,2011-02-24,2.95,17139,United Kingdom,14.75
544893,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-02-24,0.55,17865,United Kingdom,13.2
544899,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,5,2011-02-24,4.95,13118,United Kingdom,24.75
544903,22933,BAKING MOULD EASTER EGG MILK CHOC,6,2011-02-24,2.95,18065,United Kingdom,17.7
544912,21989,PACK OF 20 SKULL PAPER NAPKINS,12,2011-02-24,0.85,18198,United Kingdom,10.2
544914,20728,LUNCH BAG CARS BLUE,10,2011-02-24,1.65,16722,United Kingdom,16.5
544918,22433,WATERING CAN GREEN DINOSAUR,6,2011-02-24,1.95,13081,United Kingdom,11.7
544928,21905,MORE BUTTER METAL SIGN ,4,2011-02-24,1.63,Unknown,United Kingdom,6.52
544928,22919,HERB MARKER MINT,1,2011-02-24,1.63,Unknown,United Kingdom,1.63
545017,20726,LUNCH BAG WOODLAND,10,2011-02-25,1.65,12361,Belgium,16.5
545053,21900,"KEY FOB , SHED",8,2011-02-27,0.65,17516,United Kingdom,5.2
545054,22120,WELCOME  WOODEN BLOCK LETTERS,2,2011-02-27,9.95,14472,United Kingdom,19.9
545062,21912,VINTAGE SNAKES & LADDERS,1,2011-02-27,3.75,12748,United Kingdom,3.75
545063,22699,ROSES REGENCY TEACUP AND SAUCER ,2,2011-02-27,2.95,14606,United Kingdom,5.9
545105,22970,LONDON BUS COFFEE MUG,12,2011-02-28,2.55,12598,France,30.6
545217,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,2011-02-28,4.13,Unknown,United Kingdom,8.26
545217,22580,ADVENT CALENDAR GINGHAM SACK,1,2011-02-28,11.63,Unknown,United Kingdom,11.63
545217,17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,1,2011-02-28,2.46,Unknown,United Kingdom,2.46
545217,21041,RED RETROSPOT OVEN GLOVE DOUBLE,1,2011-02-28,5.79,Unknown,United Kingdom,5.79
542789,23232,WRAP VINTAGE PETALS  DESIGN,25,2011-02-01,0.42,17511,United Kingdom,10.5
542806,22692,DOORMAT WELCOME TO OUR HOME,2,2011-02-01,7.95,12836,United Kingdom,15.9
542858,20725,LUNCH BAG RED RETROSPOT,4,2011-02-01,1.65,17228,United Kingdom,6.6
542888,22476,EMPIRE UNION JACK TV DINNER TRAY,3,2011-02-01,4.95,15687,United Kingdom,14.85
542914,21564,PINK  HEART SHAPE LOVE BUCKET ,3,2011-02-01,2.95,16161,United Kingdom,8.850000000000001
542934,21155,RED RETROSPOT PEG BAG,12,2011-02-02,2.1,13093,United Kingdom,25.2
542990,20830,SILVER PHOTO FRAME,6,2011-02-02,2.1,13468,United Kingdom,12.6
543022,20961,STRAWBERRY BATH SPONGE ,10,2011-02-02,1.25,16771,United Kingdom,12.5
543022,20669,RED HEART LUGGAGE TAG,4,2011-02-02,1.25,16771,United Kingdom,5.0
543040,22424,ENAMEL BREAD BIN CREAM,1,2011-02-02,12.75,17337,United Kingdom,12.75
543056,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,2011-02-03,2.95,12471,Germany,17.7
543094,22296,HEART IVORY TRELLIS LARGE,12,2011-02-03,1.65,16030,United Kingdom,19.8
543096,22251,BIRDHOUSE DECORATION MAGIC GARDEN,1,2011-02-03,1.25,14044,United Kingdom,1.25
543121,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2011-02-03,2.1,12662,Germany,12.6
543127,22382,LUNCH BAG SPACEBOY DESIGN ,20,2011-02-03,1.65,16748,United Kingdom,33.0
543162,84987,SET OF 36 TEATIME PAPER DOILIES,6,2011-02-03,1.45,17507,United Kingdom,8.7
543164,20832,RED FLOCK LOVE HEART PHOTO FRAME,6,2011-02-03,0.85,13208,United Kingdom,5.1
543165,22804,CANDLEHOLDER PINK HANGING HEART,2,2011-02-03,2.95,13230,United Kingdom,5.9
543180,82552,WASHROOM METAL SIGN,12,2011-02-04,1.45,12410,Switzerland,17.4
543196,22716,CARD CIRCUS PARADE,12,2011-02-04,0.42,13309,United Kingdom,5.04
543237,22625,RED KITCHEN SCALES,3,2011-02-04,16.63,Unknown,United Kingdom,49.89
543237,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-02-04,3.29,Unknown,United Kingdom,39.48
543242,22400,MAGNETS PACK OF 4 HOME SWEET HOME,12,2011-02-04,1.25,15090,United Kingdom,15.0
543245,35971,ROSE FOLKART HEART DECORATIONS,1,2011-02-04,1.25,16725,United Kingdom,1.25
543251,21870,I CAN ONLY PLEASE ONE PERSON MUG,12,2011-02-04,1.25,14194,United Kingdom,15.0
543277,85099B,JUMBO BAG RED RETROSPOT,20,2011-02-06,1.95,15808,United Kingdom,39.0
543278,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2011-02-06,1.65,16745,United Kingdom,1.65
543279,21726,MULTI HEARTS  STICKERS,11,2011-02-06,0.85,17105,United Kingdom,9.35
543300,20770,ABSTRACT CIRCLE JOURNAL ,3,2011-02-07,2.55,13334,United Kingdom,7.649999999999999
543300,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,3,2011-02-07,2.95,13334,United Kingdom,8.850000000000001
543300,22666,RECIPE BOX PANTRY YELLOW DESIGN,4,2011-02-07,2.95,13334,United Kingdom,11.8
543345,84249A,"GREETING CARD,SQUARE, DOUGHNUTS",1,2011-02-07,0.83,Unknown,United Kingdom,0.83
543349,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,2,2011-02-07,2.95,17774,United Kingdom,5.9
543351,22682,FRENCH BLUE METAL DOOR SIGN 7,10,2011-02-07,1.25,15407,United Kingdom,12.5
543389,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,2,2011-02-08,0.85,17841,United Kingdom,1.7
543399,21917,SET 12 KIDS  WHITE CHALK STICKS,1,2011-02-08,0.83,Unknown,United Kingdom,0.83
543446,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-02-08,2.95,15827,United Kingdom,17.7
543448,20724,RED RETROSPOT CHARLOTTE BAG,37,2011-02-08,2.46,Unknown,United Kingdom,91.02
543448,21976,PACK OF 60 MUSHROOM CAKE CASES,2,2011-02-08,2.08,Unknown,United Kingdom,4.16
543450,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-02-08,4.13,Unknown,United Kingdom,4.13
543463,85187,S/12 MINI RABBIT EASTER,4,2011-02-08,1.65,15311,United Kingdom,6.6
543470,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,12,2011-02-08,1.25,16951,United Kingdom,15.0
543470,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-02-08,1.25,16951,United Kingdom,15.0
C543475,22244,3 HOOK HANGER MAGIC GARDEN,-1,2011-02-08,1.95,14415,United Kingdom,-1.95
543481,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-02-08,1.95,14606,United Kingdom,1.95
543530,22913,RED COAT RACK PARIS FASHION,1,2011-02-09,10.79,Unknown,United Kingdom,10.79
543530,35921,EASTER BUNNY HANGING GARLAND,1,2011-02-09,4.96,Unknown,United Kingdom,4.96
543530,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1,2011-02-09,5.79,Unknown,United Kingdom,5.79
543546,20676,RED RETROSPOT BOWL,2,2011-02-09,2.46,Unknown,United Kingdom,4.92
543555,22191,IVORY DINER WALL CLOCK,2,2011-02-10,8.5,17686,United Kingdom,17.0
543618,20828,GLITTER BUTTERFLY CLIPS,6,2011-02-10,2.55,13468,United Kingdom,15.3
543653,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,2011-02-11,1.45,14796,United Kingdom,5.8
543713,21215,IVORY PAPER CUP CAKE CASES ,8,2011-02-11,1.25,Unknown,United Kingdom,10.0
543713,22069,BROWN  PIRATE TREASURE CHEST ,1,2011-02-11,4.13,Unknown,United Kingdom,4.13
543031,21114,LAVENDER SCENTED FABRIC HEART,10,2011-02-02,1.25,14798,United Kingdom,12.5
543736,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-02-11,2.55,15044,United Kingdom,15.3
543802,20982,12 PENCILS TALL TUBE SKULLS,1,2011-02-13,0.85,13742,United Kingdom,0.85
543821,22638,SET OF 4 NAPKIN CHARMS CROWNS ,6,2011-02-14,2.55,17667,United Kingdom,15.3
543826,17084N,FAIRY DREAMS INCENSE ,2,2011-02-14,0.42,Unknown,United Kingdom,0.84
543900,23233,WRAP POPPIES  DESIGN,25,2011-02-14,0.42,12621,Germany,10.5
543916,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6,2011-02-14,1.95,Unknown,United Kingdom,11.7
543921,21922,UNION STRIPE WITH FRINGE  HAMMOCK,2,2011-02-14,7.95,13911,United Kingdom,15.9
543977,22265,EASTER DECORATION NATURAL CHICK,24,2011-02-14,0.65,15615,United Kingdom,15.6
543978,22355,CHARLOTTE BAG SUKI DESIGN,6,2011-02-14,0.85,12867,United Kingdom,5.1
543989,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,192,2011-02-15,0.72,12415,Australia,138.24
543989,21249,WOODLAND  HEIGHT CHART STICKERS ,60,2011-02-15,2.55,12415,Australia,153.0
543996,21155,RED RETROSPOT PEG BAG,6,2011-02-15,2.55,15811,United Kingdom,15.3
544065,48194,DOORMAT HEARTS,2,2011-02-15,7.95,14346,United Kingdom,15.9
544089,21181,PLEASE ONE PERSON METAL SIGN,1,2011-02-15,4.13,Unknown,United Kingdom,4.13
544089,21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,2,2011-02-15,1.63,Unknown,United Kingdom,3.26
544108,22192,BLUE DINER WALL CLOCK,12,2011-02-16,7.65,12653,Israel,91.80000000000001
544129,22047,EMPIRE GIFT WRAP,25,2011-02-16,0.42,13199,United Kingdom,10.5
544157,22630,DOLLY GIRL LUNCH BOX,12,2011-02-16,1.95,12372,Denmark,23.4
544165,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-02-16,2.95,14210,United Kingdom,17.7
544186,20675,BLUE POLKADOT BOWL,1,2011-02-16,2.46,Unknown,United Kingdom,2.46
544190,85129C,BEADED CRYSTAL HEART BLUE SMALL,12,2011-02-16,1.25,13089,United Kingdom,15.0
544203,84569B,PACK 3 FIRE ENGINE/CAR PATCHES,12,2011-02-17,1.25,12362,Belgium,15.0
544214,84997b,RED 3 PIECE RETROSPOT CUTLERY SET,6,2011-02-17,8.29,Unknown,United Kingdom,49.73999999999999
544278,22972,CHILDREN'S SPACEBOY MUG,12,2011-02-17,1.65,15382,United Kingdom,19.8
544280,21790,VINTAGE SNAP CARDS,12,2011-02-17,0.85,14754,United Kingdom,10.2
544283,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,96,2011-02-17,1.06,13668,United Kingdom,101.76
544283,21558,SKULL LUNCH BOX WITH CUTLERY ,60,2011-02-17,2.1,13668,United Kingdom,126.0
544293,21975,PACK OF 60 DINOSAUR CAKE CASES,2,2011-02-17,0.55,17954,United Kingdom,1.1
544295,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-02-17,1.06,14298,United Kingdom,12.72
544316,47566,PARTY BUNTING,5,2011-02-17,4.95,16556,United Kingdom,24.75
544323,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,1,2011-02-17,4.13,Unknown,United Kingdom,4.13
544341,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2011-02-18,2.1,13012,United Kingdom,25.2
544341,82600,NO SINGING METAL SIGN,12,2011-02-18,2.1,13012,United Kingdom,25.2
544391,85194L,HANGING SPRING FLOWER EGG LARGE,12,2011-02-18,0.85,15755,United Kingdom,10.2
544444,23005,TRAVEL CARD WALLET I LOVE LONDON,5,2011-02-20,0.42,13246,United Kingdom,2.1
544445,22084,PAPER CHAIN KIT EMPIRE,3,2011-02-20,2.95,16746,United Kingdom,8.850000000000001
544450,22852,DOG BOWL VINTAGE CREAM,4,2011-02-20,4.25,17811,United Kingdom,17.0
544452,22740,POLKADOT PEN,48,2011-02-20,0.85,14162,United Kingdom,40.8
544454,79321,CHILLI LIGHTS,1,2011-02-20,5.75,13301,United Kingdom,5.75
544463,22257,FELT FARM ANIMAL SHEEP,2,2011-02-20,1.25,12988,United Kingdom,2.5
544474,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-02-21,0.85,12423,Belgium,10.2
544479,35961,FOLKART ZINC HEART CHRISTMAS DEC,288,2011-02-21,0.72,14646,Netherlands,207.36
544571,22536,MAGIC DRAWING SLATE PURDEY,24,2011-02-21,0.42,15146,United Kingdom,10.08
544586,22659,LUNCH BOX I LOVE LONDON,2,2011-02-21,1.95,17338,United Kingdom,3.9
544586,22112,CHOCOLATE HOT WATER BOTTLE,2,2011-02-21,4.95,17338,United Kingdom,9.9
544598,85231B,CINAMMON SET OF 9 T-LIGHTS,6,2011-02-21,0.85,Unknown,United Kingdom,5.1
544598,22148,EASTER CRAFT 4 CHICKS ,1,2011-02-21,4.13,Unknown,United Kingdom,4.13
544599,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,4,2011-02-21,0.83,Unknown,United Kingdom,3.32
544599,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2011-02-21,7.46,Unknown,United Kingdom,7.46
544599,23002,TRAVEL CARD WALLET SKULLS,1,2011-02-21,0.83,Unknown,United Kingdom,0.83
544599,20707,CRAZY DAISY HEART DECORATION,4,2011-02-21,0.83,Unknown,United Kingdom,3.32
544599,22988,SOLDIERS EGG CUP ,2,2011-02-21,1.25,Unknown,United Kingdom,2.5
544647,22918,HERB MARKER PARSLEY,20,2011-02-22,0.65,14060,United Kingdom,13.0
544649,21621,?,-400,2011-02-22,0.0,Unknown,United Kingdom,0.0
544651,21231,SWEETHEART CERAMIC TRINKET BOX,72,2011-02-22,1.06,13694,United Kingdom,76.32000000000001
544661,22804,CANDLEHOLDER PINK HANGING HEART,12,2011-02-22,2.95,15303,United Kingdom,35.40000000000001
544664,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",12,2011-02-22,0.85,16045,United Kingdom,10.2
544666,22467,GUMBALL COAT RACK,1,2011-02-22,2.55,16907,United Kingdom,2.55
544670,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,2,2011-02-22,2.95,16161,United Kingdom,5.9
544673,21990,MODERN FLORAL STATIONERY SET,2,2011-02-22,2.95,13421,United Kingdom,5.9
544685,21756,BATH BUILDING BLOCK WORD,3,2011-02-22,5.95,13285,United Kingdom,17.85
544685,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2011-02-22,5.45,13285,United Kingdom,16.35
544692,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,2011-02-23,0.29,17499,United Kingdom,6.959999999999999
544701,23233,WRAP POPPIES  DESIGN,25,2011-02-23,0.42,17428,United Kingdom,10.5
544776,22081,RIBBON REEL FLORA + FAUNA ,1,2011-02-23,3.29,Unknown,United Kingdom,3.29
544778,22426,ENAMEL WASH BOWL CREAM,1,2011-02-23,3.75,14978,United Kingdom,3.75
544790,21985,PACK OF 12 HEARTS DESIGN TISSUES ,12,2011-02-23,0.29,16940,United Kingdom,3.48
544791,20685,DOORMAT RED RETROSPOT,2,2011-02-23,7.95,14289,United Kingdom,15.9
544795,22860,EASTER TIN CHICKS PINK DAISY,3,2011-02-23,1.65,15858,United Kingdom,4.949999999999999
544824,82551,LAUNDRY 15C METAL SIGN,12,2011-02-24,1.45,17139,United Kingdom,17.4
544824,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,2011-02-24,4.95,17139,United Kingdom,19.8
544887,22747,POPPY'S PLAYHOUSE BATHROOM,3,2011-02-24,2.1,17364,United Kingdom,6.300000000000001
544894,21218,RED SPOTTY BISCUIT TIN,6,2011-02-24,3.75,15805,United Kingdom,22.5
544895,22427,ENAMEL FLOWER JUG CREAM,3,2011-02-24,5.95,14189,United Kingdom,17.85
544918,21242,RED RETROSPOT PLATE ,16,2011-02-24,1.69,13081,United Kingdom,27.04
544918,21988,PACK OF 6 SKULL PAPER PLATES,24,2011-02-24,0.85,13081,United Kingdom,20.4
544931,22840,ROUND CAKE TIN VINTAGE RED,2,2011-02-24,7.95,13501,Switzerland,15.9
544934,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,2011-02-25,9.95,13345,United Kingdom,19.9
544943,48187,DOORMAT NEW ENGLAND,6,2011-02-25,7.95,15845,United Kingdom,47.7
545013,20725,LUNCH BAG RED RETROSPOT,20,2011-02-25,1.65,13093,United Kingdom,33.0
545023,21313,GLASS HEART T-LIGHT HOLDER ,12,2011-02-25,0.85,12921,United Kingdom,10.2
545024,72801d,4 SKY BLUE DINNER CANDLES,1,2011-02-25,2.46,Unknown,United Kingdom,2.46
545024,21166,COOK WITH WINE METAL SIGN ,1,2011-02-25,4.13,Unknown,United Kingdom,4.13
545032,22777,GLASS CLOCHE LARGE,4,2011-02-25,8.5,14051,United Kingdom,34.0
545047,21626,VINTAGE UNION JACK PENNANT,24,2011-02-27,1.95,14147,United Kingdom,46.8
545049,22920,HERB MARKER BASIL,12,2011-02-27,0.65,15046,United Kingdom,7.800000000000001
